File,x1_1,y1_1,x2_1,y2_1,c_1,x1_2,y1_2,x2_2,y2_2,c_2,x1_3,y1_3,x2_3,y2_3,c_3,x1_4,y1_4,x2_4,y2_4,c_4
IMG_20241229_075440.jpg,332,32,519,83,0,377,79,519,102,1,97,123,397,148,2,101,182,514,572,3
IMG_20241229_075450.jpg,329,0,530,37,0,361,32,520,66,1,59,70,489,107,2,68,140,514,559,3
IMG_20241229_075451_1.jpg,336,10,530,62,0,370,57,512,87,1,89,93,472,131,2,84,158,515,575,3
IMG_20241229_075508.jpg,381,15,565,57,0,411,53,553,83,1,154,84,466,115,2,150,140,554,539,3
IMG_20241229_075555.jpg,358,33,523,99,0,394,88,513,122,1,147,103,425,157,2,145,163,490,544,3
IMG_20241229_075608_1.jpg,342,31,504,87,0,373,86,503,111,1,137,116,387,147,2,139,172,504,538,3
IMG_20241229_075618_1.jpg,332,47,501,106,0,365,105,497,133,1,123,137,429,173,2,125,191,489,559,3
IMG_20241229_075637_1.jpg,332,37,513,104,0,370,96,509,125,1,109,132,416,163,2,113,192,498,562,3
IMG_20241229_075649.jpg,335,3,517,73,0,372,66,513,99,1,101,99,412,142,2,103,164,509,559,3
IMG_20241229_075703.jpg,333,42,512,101,0,353,100,496,131,1,106,131,247,164,2,109,184,493,562,3
IMG_20241229_075718_1.jpg,353,31,521,91,0,382,88,513,112,1,145,123,345,153,2,146,174,520,557,3
IMG_20241229_075743.jpg,342,34,513,91,0,381,91,513,112,1,125,123,419,156,2,128,179,517,560,3
IMG_20241229_075753_1.jpg,350,52,518,117,0,385,107,513,141,1,141,135,405,177,2,142,187,496,557,3
IMG_20241229_075805.jpg,314,32,494,94,0,351,91,486,119,1,93,123,346,159,2,90,187,479,561,3
IMG_20241229_075819.jpg,350,41,512,99,0,389,97,513,124,1,143,129,415,156,2,142,190,512,556,3
IMG_20241229_075821.jpg,349,23,513,88,0,381,81,514,111,1,133,116,398,147,2,133,171,505,543,3
IMG_20241229_075830.jpg,340,47,505,112,0,376,103,499,133,1,130,131,377,170,2,130,183,490,555,3
IMG_20241229_075841.jpg,321,25,490,95,0,357,84,487,114,1,101,111,333,154,2,99,169,493,545,3
IMG_20241229_080319.jpg,387,10,522,67,0,383,74,521,109,1,133,89,464,128,2,135,122,524,559,3
IMG_20241229_080353.jpg,370,30,504,83,0,365,89,493,121,1,133,105,365,143,2,133,136,505,558,3
IMG_20241229_080431.jpg,353,45,481,104,0,348,107,469,140,1,121,117,425,159,2,121,148,465,548,3
IMG_20241229_080454.jpg,361,23,494,78,0,355,88,482,119,1,117,95,437,144,2,115,131,484,559,3
IMG_20241229_080541.jpg,368,7,503,72,0,356,75,491,107,1,115,93,435,134,2,114,126,501,563,3
IMG-20241208-WA0007.jpg,390,74,479,113,0,261,103,341,125,1,156,127,464,149,2,158,159,476,470,3
IMG-20241208-WA0009.jpg,391,75,480,113,0,257,107,345,126,1,153,127,491,151,2,156,163,477,476,3
IMG-20241208-WA0013.jpg,395,87,486,123,0,266,117,345,143,1,154,140,490,160,2,156,175,497,495,3
IMG_20250111_123827_1.jpg,345,23,517,48,0,189,74,277,118,2,91,131,529,551,3
