File,x1_1,y1_1,x2_1,y2_1,c_1,x1_2,y1_2,x2_2,y2_2,c_2,x1_3,y1_3,x2_3,y2_3,c_3,x1_4,y1_4,x2_4,y2_4,c_4
IMG_20250111_122514.jpg,364,67,489,97,0,357,102,486,132,1,198,110,451,152,2,137,173,498,268,3
IMG_20250111_122523_1.jpg,367,38,497,67,0,351,65,490,98,1,188,91,424,121,2,132,147,507,241,3
IMG_20250111_122531.jpg,365,35,492,70,0,356,77,493,106,1,174,57,334,112,2,120,150,521,445,3
IMG_20250111_122545.jpg,358,56,474,86,0,349,87,472,118,1,205,89,321,121,2,122,153,491,321,3
IMG_20250111_122558_1.jpg,360,64,481,89,0,347,94,474,124,1,222,102,420,141,2,127,162,495,279,3
IMG_20250111_122605.jpg,346,26,476,53,0,340,58,473,90,1,164,73,422,109,2,95,137,493,545,3
IMG_20250111_122631.jpg,342,59,465,84,0,331,88,461,123,1,163,93,417,139,2,100,153,490,539,3
IMG_20250111_122640.jpg,348,33,491,64,0,345,66,489,101,1,166,74,407,115,2,90,130,490,224,3
IMG_20250111_122658.jpg,356,86,474,115,0,350,114,474,141,1,187,124,426,164,2,133,181,473,512,3
IMG_20250111_122726.jpg,343,76,473,99,0,335,112,480,145,1,166,125,412,166,2,103,188,490,373,3
IMG_20250111_122733_1.jpg,336,110,445,135,0,332,136,442,163,1,199,148,407,180,2,133,200,454,231,3
IMG_20250111_122754.jpg,330,127,435,150,0,313,150,435,180,1,175,162,384,195,2,120,212,444,559,3
IMG_20250111_122802.jpg,354,67,480,102,0,350,102,477,133,1,184,110,415,153,2,124,165,485,537,3
IMG_20250111_122813.jpg,354,70,481,100,0,340,103,476,131,1,177,117,428,154,2,106,169,505,415,3
IMG_20250111_122819_1.jpg,350,121,444,153,0,333,151,445,181,1,218,158,334,182,2,137,210,470,394,3
IMG_20250111_122829_1.jpg,348,79,462,107,0,341,110,460,142,1,184,114,292,138,2,120,175,467,369,3
IMG_20250111_122840_1.jpg,366,76,487,104,0,354,106,485,137,1,215,107,347,143,2,130,173,496,273,3
IMG_20250111_122849.jpg,351,104,467,132,0,335,130,472,160,1,186,137,297,162,2,123,194,480,277,3
IMG_20250111_122908.jpg,330,57,460,85,0,322,86,454,116,1,157,98,415,135,2,98,154,474,456,3
IMG_20250111_122917.jpg,359,91,481,116,0,354,120,473,146,1,194,116,356,150,2,149,184,493,520,3
IMG_20250111_122925.jpg,362,79,486,97,0,357,103,475,128,1,184,100,439,147,2,137,172,499,266,3
IMG_20250111_122933.jpg,355,50,481,79,0,344,81,479,108,1,172,93,418,128,2,111,153,488,541,3
IMG_20250111_122939_1.jpg,335,102,443,127,0,324,130,439,157,1,189,141,401,172,2,136,191,460,511,3
IMG_20250111_122946.jpg,340,89,470,116,0,339,119,461,146,1,182,130,429,163,2,120,191,498,260,3
IMG_20250111_122955.jpg,366,89,474,112,0,354,115,476,140,1,197,127,425,159,2,149,181,502,509,3
IMG_20250111_123001_1.jpg,360,110,479,129,0,356,132,481,158,1,201,126,430,174,2,141,201,500,461,3
IMG_20250111_123022.jpg,347,154,438,185,0,334,186,432,209,1,215,195,397,223,2,168,238,447,278,3
IMG_20250111_123032.jpg,322,177,408,198,0,314,200,408,225,1,202,216,381,243,2,162,259,432,516,3
IMG_20250111_123045.jpg,352,142,452,170,0,338,175,446,199,1,219,184,402,220,2,158,232,463,371,3
IMG_20250111_123054.jpg,345,141,448,170,0,339,172,443,197,1,210,179,309,205,2,153,231,461,390,3
IMG_20250111_123100_1.jpg,351,116,463,147,0,338,151,456,175,1,205,152,313,186,2,141,210,468,400,3
IMG_20250111_123120.jpg,337,114,460,140,1
IMG_20250111_123242.jpg,369,125,474,147,1,189,137,348,175,2
IMG_20250111_123252.jpg,375,107,477,136,1,206,126,325,170,2
IMG_20250111_123334_1.jpg,405,39,523,67,0,386,65,496,93,1,207,83,424,119,2,99,161,538,318,3
IMG_20250111_123347_1.jpg,395,51,513,83,0,379,84,485,108,1,210,108,342,140,2,101,183,518,269,3
IMG_20250111_123359_1.jpg,395,32,518,58,0,366,60,474,92,1,219,87,314,127,2,82,164,528,432,3
IMG_20250111_123311.jpg,390,47,509,88,0,376,82,477,112,1,231,110,314,145,2,102,188,513,355,3
IMG_20250111_123412.jpg,391,32,509,53,0,377,52,484,78,1,162,89,383,115,2,95,159,521,512,3
IMG_20250111_123421.jpg,380,84,489,111,0,361,108,466,134,1,196,131,396,158,2,102,198,495,508,3
IMG_20250111_123428.jpg,385,40,508,63,0,372,62,474,89,1,162,89,372,123,2,94,165,515,490,3
IMG_20250111_123436.jpg,416,9,550,36,0,427,38,506,67,1,199,69,524,99,2,74,158,572,367,3
IMG_20250111_123515_1.jpg,389,104,494,123,0,375,124,467,147,1,202,135,411,176,2,121,208,502,522,3
IMG_20250111_123604.jpg,422,56,545,85,0,384,78,508,106,1,202,92,446,143,2,104,183,545,529,3
IMG_20250111_123622_1.jpg,393,56,515,80,0,385,75,485,108,1,191,90,405,137,2,88,178,521,516,3
IMG_20250111_123636.jpg,401,48,521,78,0,372,76,487,101,1,187,95,394,140,2,92,178,528,527,3
IMG_20250111_123645.jpg,420,20,546,48,0,405,47,517,73,1,208,66,458,113,2,92,161,554,330,3
IMG_20250111_123654_1.jpg,408,7,538,31,0,393,36,504,64,1,183,64,470,92,2,87,141,542,234,3
IMG_20250111_123720.jpg,408,31,529,58,0,395,59,505,86,1,188,84,522,119,2,98,167,534,528,3
IMG_20250111_123727.jpg,374,102,478,128,1,185,130,455,156,2,112,200,524,530,3
IMG_20250111_123756.jpg,396,22,539,38,0,395,36,503,64,1,156,67,510,101,2,81,147,545,425,3
IMG_20250111_123804.jpg,370,56,473,81,1,184,77,274,114,2,88,155,512,202,3
IMG_20250111_123815.jpg,404,3,533,17,0,385,18,502,46,1,167,40,374,85,2,64,139,550,406,3
IMG_20250111_123827_1.jpg,395,36,520,52,0,367,50,480,82,1,187,79,275,122,2,83,162,526,340,3
IMG_20250111_123836.jpg,392,60,512,76,0,373,73,489,98,1,197,87,300,137,2,87,178,523,331,3
IMG_20250111_123843.jpg,386,61,493,93,1,199,74,401,128,2,94,174,535,382,3
IMG_20250111_123908.jpg,379,64,487,94,1,218,68,334,122,2,85,172,527,524,3
IMG_20250111_123915.jpg,376,51,489,81,1,193,58,318,108,2,84,153,533,524,3
IMG_20250111_123925.jpg,363,72,461,100,1,185,74,299,125,2,93,166,486,493,3
IMG_20250111_123938.jpg,396,32,521,64,0,378,60,484,88,1,203,80,312,128,2,79,171,536,536,3
IMG_20250111_123944.jpg,392,54,504,92,1,217,74,348,123,2,101,163,538,474,3
IMG_20250111_123953.jpg,364,41,482,70,1,178,64,495,98,2,84,147,538,499,3
IMG_20250111_124000_1.jpg,375,59,475,87,1,155,82,476,112,2,78,160,546,513,3
IMG_20250111_124705_1.jpg,350,139,461,167,1,175,164,453,196,2,113,242,490,459,3
IMG_20250111_124728.jpg,401,48,513,85,1,207,56,336,119,2,80,169,551,549,3
IMG_20250111_124741.jpg,383,44,504,75,1,202,57,320,112,2,86,166,551,535,3
IMG_20250111_124749.jpg,395,42,516,71,1,212,59,325,102,2,76,158,549,292,3
IMG_20250111_124756_1.jpg,406,64,518,91,1,232,83,332,119,2,117,171,551,526,3
IMG_20250111_124803.jpg,391,31,505,62,1,195,51,298,96,2,84,145,542,408,3
IMG_20250111_124808_1.jpg,401,37,511,66,1,184,72,537,98,2,102,149,538,504,3
IMG_20250111_124819.jpg,419,49,552,84,1,193,74,517,117,2,112,159,556,522,3
IMG_20250111_124824_1.jpg,414,45,525,69,0,399,63,502,91,1,181,91,485,123,2,108,169,534,441,3
IMG_20250111_124951.jpg,392,53,516,76,0,374,71,484,101,1,201,84,309,128,2,66,175,546,394,3
IMG_20250111_125001_1.jpg,427,44,559,73,0,417,67,530,94,1,226,82,336,128,2,107,176,569,382,3
IMG_20250111_125009_1.jpg,403,43,525,70,0,388,63,498,88,1,165,84,445,116,2,86,159,536,528,3
IMG_20250111_125016_1.jpg,409,37,534,63,0,406,56,509,75,1,163,72,512,101,2,87,156,553,527,3
IMG_20250111_125023.jpg,410,53,530,84,0,388,86,493,107,1,191,122,490,141,2,123,195,545,377,3
IMG_20250111_125029.jpg,419,70,534,95,0,410,91,517,110,1,205,95,311,147,2,112,186,551,441,3
IMG_20250111_125035_1.jpg,408,46,530,75,0,394,84,495,100,1,247,103,344,145,2,135,172,540,284,3
IMG_20250111_125042_1.jpg,388,35,503,73,0,380,73,479,95,1,170,94,453,125,2,105,172,547,474,3
IMG_20250111_125050.jpg,400,17,521,49,0,382,56,488,74,1,221,61,339,117,2,96,148,568,463,3
